word,ham_prob,spam_prob
recent,0.00129,0.00258
recentely?,0.00024,0.0
recently,0.00249,0.00215
"recently,",0.00096,0.0
recently.,0.00028,0.0
reception,0.00084,0.0
reception?,0.00024,0.0
receptive,0.0,0.00043
receptive.,0.0,0.00043
recession,0.00044,0.00011
recessive,0.00024,0.0
recetion,0.00024,0.0
rechargables,0.00024,0.0
recharge,0.00715,0.01246
recharge!,0.0004,0.0
recharge.,0.00028,0.00365
recharge..rakhesh,0.00028,0.0
recharged,0.00137,0.00387
recharges,0.0004,0.00193
recharging,0.00048,0.00258
recheck,0.00024,0.0
recieve,0.0,0.00064
recieved,0.00024,0.0
recipe,0.00068,0.0
recipe!,8e-05,0.0
"recipe,",0.00024,0.0
recipe.,0.00048,0.0
recipes!,0.00048,0.0
recite,0.00016,0.0
reckon,0.00076,0.0
reckoned,0.00024,0.0
recognise,0.00048,0.0
recognises,0.00028,0.0
recognize,0.00096,0.0
recognized?,8e-05,0.0
recognizing,0.00024,0.0
recommend,0.00273,0.00086
recommend.,0.00024,0.0
recommend?,0.00024,0.0
recommendation.,0.00048,0.0
recommendations?,0.00044,0.0
recommended,0.00104,0.0
recommended.,0.00024,0.0
recommending,0.00024,0.0
recommends,0.00024,0.00021
reconciled,0.00024,0.0
reconcilled.,8e-05,0.0
recongnize,0.00048,0.0
reconnect,8e-05,0.0
record,0.00217,0.00043
"record,",0.00024,0.0
record:),0.00028,0.0
recorded,0.00108,0.00011
recorded.,0.00016,0.0
recorder,0.00024,0.00075
recordings,0.0004,0.0
records,0.00024,0.0029
records.,0.0,0.00129
recount,0.00028,0.0
recover,0.00153,0.0
recovered,0.00024,0.0
recovered.,0.00024,0.0
recovery,0.00149,0.0
recovery.,0.00096,0.0
recpt,0.0,0.00075
recreation,0.00024,0.0
recruiting,0.00024,0.0
recruiting.,0.00024,0.0
rectal,0.00024,0.0
rectification.,8e-05,0.0
rectify,0.00024,0.0
recuse,0.00024,0.0
recycling:,0.00028,0.0
red,0.00578,0.0015
"red,",0.00024,0.0
"red,red",0.00048,0.0
red;i'm,0.00028,0.0
redbull.,0.00024,0.0
redeem,0.00016,0.00129
redeem.,0.0,0.00064
redeemable,0.0,0.00075
redirects,0.00024,0.0
rediscover,0.0,0.00011
rednow.,8e-05,0.0
redo,0.00024,0.0
redsnow,0.00297,0.0
"redsnow,",0.00048,0.0
redsnow.,0.00072,0.0
reduce,0.00024,0.00086
reduce.,0.00076,0.0
reduced,0.00024,0.00118
reduced!,0.0,0.00118
reducing,0.00104,0.0
reduction.,0.0,0.00075
ree,0.0,0.00075
reef,0.0012,0.0
reefcleaners,0.00024,0.0
reefcleaners?,0.00024,0.0
"reefkeeper,",0.00024,0.0
reelection,0.00024,0.0
reeta,4e-05,0.0
reevaluate,0.00024,0.0
ref,0.0,0.0015
ref:,0.00032,0.00043
ref:9280114,0.0,0.00064
ref:9307622,0.0,0.00064
refer,0.0,0.00011
referee,0.0,0.00021
reference,0.00161,0.00397
reference.,0.00024,0.0
reference:,0.0,0.00118
reference?,0.00024,0.0
references,0.00024,0.0
references..,0.00028,0.0
referin,0.00048,0.0
referral,0.00024,0.00021
referring,0.00048,0.0
refers,0.00024,0.0
reffering,0.00024,0.0
refill,0.00024,0.00064
refilled,0.00052,0.0
reflect,0.00048,0.0
reflection,0.00028,0.0
reflector,0.00024,0.0
reflex,0.00028,0.0
reformat.,0.00028,0.0
refrain,0.00024,0.0
refreshed,0.0004,0.0
refresher,0.00016,0.0
refreshing,0.00024,0.0
refreshx,8e-05,0.0
refund,0.00024,0.00236
refund.,0.0,0.00032
refund:,0.0,0.00075
refunded.this,0.0,0.00086
refurb,0.00024,0.0
refusal,0.0,0.00021
"refusal,",0.00024,0.0
refuse,0.0004,0.0
refused,0.00056,0.00075
refused?,0.0,0.00193
refuses,0.00048,0.0
refute,0.00024,0.0
reg,0.00076,0.0
reg*357786055638095#,0.0,0.00021
reg*357786055638095*,0.0,0.00021
regard,0.0004,0.00086
regarding,0.00157,0.00011
regardless,0.00129,0.0
"regardless,",0.00024,0.0
regards,0.00293,0.00021
regards.,0.00032,0.0
regards..,4e-05,0.0
regency,0.0,0.00011
regeneration,0.00024,0.0
region,8e-05,0.0
regional,0.00048,0.0
register,0.00072,0.00322
register.,0.0004,0.0
registered,0.00245,0.00301
registration,0.0006,0.00075
registry),0.0,0.00011
regressing.,0.00024,0.0
regret,0.00076,0.00011
regret.,0.0,0.00043
regretted,0.00024,0.0
regular,0.00273,0.00075
regular.,0.00048,0.0
regularly,0.00092,0.0
"regularly,",0.00024,0.0
regularly.,0.00024,0.0
regulated,8e-05,0.0
regulations,0.00024,0.0
regulations?,0.00024,0.0
regurgitated,0.00048,0.0
rehome,0.00024,0.0
reigns,0.00016,0.0
reimburse,0.00024,0.0
reinstall,0.00273,0.0
reinstallation,8e-05,0.0
reinstallation.,0.00024,0.0
reinstalled,0.00024,0.0
reinstalling,0.00056,0.0
reinstatement,0.00024,0.0
rejailbreak,0.00048,0.0
rejailbreaking,0.00024,0.0
rejected,0.00024,0.0
rejoice,0.00016,0.0
relate,0.00048,0.0
related,0.00177,0.00107
"related,",0.00024,0.0
related.,0.00024,0.0
relates,0.00024,0.0
relation,0.0006,0.00107
relation!,0.00048,0.0
relation..,0.00024,0.0
relationship,0.0004,0.00322
relationship.,0.0,0.00043
relationship.....its,0.00028,0.0
relationships,0.0,0.00107
relatives,0.00088,0.0
relatives.,0.00024,0.0
relax,0.00076,0.0
relax.,0.00137,0.0
relaxation,0.0,0.00021
relaxful,8e-05,0.0
relaxing,0.00024,0.00021
relay,0.00072,0.0
release,0.00249,0.00086
"release,",0.00048,0.0
release.,0.00145,0.0
released,0.00281,0.00075
released.,0.00072,0.0
releases,0.00016,0.0
releasing,0.00056,0.0
relevant,0.00048,0.0
"relevant,",0.00024,0.0
relevant.,0.0004,0.0
reli,0.00016,0.0
reliability,0.00024,0.0
reliability.,0.00024,0.00011
reliable,0.0012,0.00043
reliably,0.00024,0.0
reliant,0.00024,0.0
relief,0.00024,0.0
relieved,0.00028,0.0
religion,8e-05,0.0
religious,0.00024,0.0
religious.,0.00024,0.0
religiously,8e-05,0.0
religiously.,0.00028,0.0
relink.,0.00024,0.0
relocate,0.00024,0.0
relocate.,0.00028,0.0
"relocation,",0.00024,0.0
reltnship..!!,0.00028,0.0
relying,0.00024,0.0
rem,0.00141,0.0
remain,0.00205,0.00021
remaining,0.00032,0.00129
remaining.,0.00024,0.0
remaining?,0.00024,0.0
remains,0.00084,0.0
remake.,0.00024,0.0
remarkable,0.0,0.00043
remb...,0.00024,0.0
rememba,0.00016,0.0
remember,0.0157,0.00258
remember.,0.00052,0.0
remembered,0.00125,0.0
rememberi,0.00024,0.0
remembering,0.00024,0.0
remembers,0.00024,0.0
remembr,0.00024,0.0
remembrs,0.00028,0.0
remind,0.00406,0.00043
reminda,0.00016,0.0
reminded,0.00068,0.0
reminder,0.00056,0.00172
reminder!,8e-05,0.0
reminder-,0.0,0.00011
reminder.,0.00024,0.0
reminder:,0.00032,0.00537
"reminders,",0.00024,0.0
reminding,0.0008,0.00021
reminds,0.00028,0.0
reminise,0.0,0.00021
remix,0.0,0.00107
"remix""""",0.0,0.00043
remix'.,8e-05,0.0
remnda,8e-05,0.0
remora,0.00024,0.0
remote,0.00173,0.0
remote!,0.00024,0.0
remotely,0.00024,0.0
removable.,0.00024,0.0
removal,0.00024,0.00172
remove,0.01173,0.00322
remove.,0.00028,0.0
removed,0.00265,0.00064
removed.,0.0002,0.0
removes,0.00145,0.0
removes.,0.00024,0.0
removing,0.00265,0.0
removr,0.00024,0.0
renew,0.00052,0.00473
renew.,0.0,0.00021
renewable,0.00016,0.00021
renewal,0.00161,0.00559
renewal.,0.00028,0.0
renewed,0.00024,0.00301
renewed.,0.0,0.00107
renewing,0.0,0.00086
rent,0.00221,0.00011
rent.,0.00028,0.0
rental,0.0,0.00752
rental:,0.0,0.00075
rental?,0.0,0.00247
renting,0.00028,0.0
rentl.,0.0,0.00311
rents?,0.00024,0.0
reopen,0.00024,0.0
reorder,0.00024,0.0
repainted,0.00024,0.0
repair,0.00341,0.00021
repair?,0.00024,0.0
repaire,0.00024,0.0
repaired,0.00024,0.0
"repaired,",0.00024,0.0
repairing,0.00072,0.0
repairs,0.00024,0.0
repairs.,0.00072,0.0
repay,0.0,0.00129
repeat,0.001,0.00183
repeatable.,0.00024,0.0
repeating,0.00052,0.0
repent,0.00024,0.0
repinned,0.00024,0.0
replace,0.00325,0.0
replaceable,0.00024,0.0
replaced,0.00177,0.0
"replaced,",0.00024,0.0
replaced.,0.00024,0.0
replacement,0.00197,0.0
"replacement,",0.00024,0.0
replacement.,0.00036,0.0
replacing,0.00104,0.0
replacing.,0.00028,0.0
replied,0.00173,0.0015
replied:,0.00028,0.0
replies,0.0,0.00064
replies.,0.00024,0.0
reply,0.01133,0.12352
"reply,",0.00048,0.0
reply-,0.00024,0.0
reply.,0.00205,0.0
reply..,0.001,0.0
reply...,0.00157,0.0
reply.be,0.00028,0.0
reply?,0.00048,0.0
replying,0.00028,0.00516
replying.,0.00028,0.0
replys150,0.0,0.00075
repo,0.00024,0.0
repo.,0.00024,0.0
report,0.00185,0.00021
report.,0.00028,0.0
report?,0.00056,0.0
reported,0.00048,0.0
reportedly,0.0,0.00021
reporters.,8e-05,0.0
reporting,0.00024,0.0
"reporting,",0.00024,0.0
reporting?,0.00024,0.0
reports,0.00024,0.0
"reports,",0.00024,0.0
repos,0.00072,0.0
repos.,0.00024,0.0
reppurcussions.,0.00028,0.0
representative,0.0,0.00859
representative.,0.00024,0.0
representatives,0.00024,0.0
"representatives,",0.00024,0.0
reproduce,0.00024,0.0
reps,0.00024,0.0
repticon,0.00024,0.0
reptile,0.00024,0.0
reptiles,0.00048,0.0
republic,0.00024,0.0
republic.n.b-reg,0.00016,0.0
republicans,0.00024,0.0
reputable,0.00024,0.0
reputation,0.00024,0.00064
reputation.,0.0,0.00064
request,0.00325,0.00623
request.,0.00052,0.00559
request.reply,0.0,0.00043
requested,0.00024,0.00204
requesting,0.00048,0.0
"requesting,",0.00024,0.0
requests,0.00048,0.00086
requests.,0.00036,0.0
require,0.00157,0.00043
required,0.00048,0.00011
required.,0.00024,0.0014
required:,0.0,0.0014
required:),0.00028,0.0
required�,4e-05,0.0
requirements,0.00028,0.0
requires,0.00108,0.00086
res.,0.00024,0.0
reschdl,0.00032,0.0
reschedule,0.0,0.0015
rescue.,0.00024,0.0
rescuers,0.00024,0.0
research,0.00341,0.00118
research!,0.0,0.00118
"research,",0.00024,0.0
research.,0.00032,0.0
research?,0.00072,0.0
researcher's,0.00024,0.0
researching,0.00024,0.0
resend,0.00032,0.00215
resent,0.0,0.00075
reservations.,0.00028,0.0
reserve,0.00028,0.0
reserve.,0.00024,0.0
reserved,0.00028,0.0
reserves,0.00028,0.0
"reservoir,nope",0.00024,0.0
reset,0.00578,0.00258
"reset,",0.00072,0.0
reset.,0.00048,0.0
reset?,8e-05,0.0
reseted,8e-05,0.0
residency,0.00028,0.00011
residential,0.0,0.00043
residents,0.00048,0.00021
residue,0.00024,0.0
resilient,0.00024,0.0
"resins,",0.00024,0.0
resist,0.00048,0.0
resistance,0.00024,0.0
resistant.,0.00024,0.0
resisting,0.00024,0.0
resizing,0.00028,0.0
reslove.,0.00028,0.0
resolution.,0.00028,0.0
resolve,0.00048,0.0
resolved,0.00036,0.0
resolved.,0.00024,0.0
resons,0.00024,0.0
resort,0.00052,0.00021
resort.,0.00024,0.0
resorted,0.00024,0.0
resounding,0.00024,0.0
resource,0.00024,0.0
resources,0.00024,0.0
respect,0.00129,0.0
"respect,",0.00024,0.0
respect.,0.00125,0.00021
respected!,0.00024,0.0
respectful,0.00104,0.0
respectfully.,0.00024,0.0
respects,0.00048,0.0
respinging.,0.00024,0.0
responce..what,0.0008,0.0
respond,0.00181,0.00193
"respond,",0.00024,0.0
respond.,0.00024,0.00043
respond?,0.00024,0.0
responding,0.001,0.00075
responding.,8e-05,0.0
response,0.00189,0.0043
"response,",0.00024,0.0
response.,0.00072,0.0
response..what,4e-05,0.0
responses.,0.00024,0.0
responsibilities.,0.00028,0.0
responsibility,0.00024,0.0
responsibility.,0.00048,0.0
responsible,0.0008,0.00064
responsible.,0.00024,0.0
responsive,0.00024,0.0
respring,0.00056,0.0
respring?,0.00024,0.0
ressurrection,8e-05,0.0
rest,0.00643,0.00064
rest!,0.00024,0.0
rest!u??wud,0.00024,0.0
"rest,wish",0.00024,0.0
rest...,8e-05,0.0
rest:-).,0.00028,0.0
rest?,0.00028,0.0
restart,0.00386,0.00043
restarted,0.00024,0.0
restaurant,0.00116,0.0
restaurant.,0.00028,0.0
restaurant..,0.00028,0.0
restaurants,0.00024,0.0
"restaurants,",0.00024,0.0
restful,8e-05,0.0
resting,0.00032,0.0
restock,0.00024,0.0
restocked,0.00024,0.0
"restoration,",0.00024,0.0
restoration?,0.00024,0.0
restore,0.0139,0.00279
"restore,",0.00072,0.0
restore.,0.00185,0.0
restored,0.00048,0.0
restores,0.0,0.00021
restoring,0.00153,0.0
restoring.,0.00048,0.0
restrained.,0.00024,0.0
restrict,0.00052,0.0
restrict.,0.00024,0.0
restricted,0.00064,0.0
restriction,0.00024,0.0
restriction.,0.00024,0.0
restrictions,0.00092,0.00075
restricts,0.00024,0.0
resubbing,0.00028,0.0
resubmit,0.0,0.00075
result,0.00357,0.00086
result.,0.00036,0.0
result:,8e-05,0.00064
result:eng-50phy-48bio-57chem-45aggregate=200.....4r,8e-05,0.0
result?,8e-05,0.0
resulted,0.00024,0.0
resulting,0.00048,0.0
results,0.00285,0.00322
results!,0.00024,0.0
"results,",0.00024,0.0
results.,0.0012,0.00043
resume,0.00028,0.0
resume..this,0.00016,0.0
resume:-),0.00028,0.0
resuming.,0.00028,0.0
resumptionm,8e-05,0.0
resurrection,0.0004,0.0
resuts:,0.0,0.00043
retail,0.00024,0.00021
retailers,0.00024,0.0
retain,0.00024,0.0
retard,0.00024,0.0
rethink,0.00024,0.0
retics,0.00048,0.0
"retics,",0.00024,0.0
retics.,0.00048,0.0
retighten,0.00024,0.0
retired,0.00048,0.0
retirement.,0.00024,0.0
retiring!,0.00024,0.0
retore,0.00024,0.0
retrace,0.00024,0.0
retreat,0.00016,0.0
retrieve,0.0,0.0015
"retrofit,",0.00024,0.0
return,0.00462,0.0015
return.today,0.00032,0.0
return/service,0.0,0.00011
return/vat,0.0,0.00011
returned,0.0008,0.0
returning,0.0006,0.0
returns,0.00161,0.0
returns!,0.00024,0.0
returns.,0.00016,0.00011
reunion?,0.00024,0.0
reusable,0.00024,0.0
reuse,0.00024,0.0
rev,0.00064,0.0
revage,4e-05,0.0
reveal,0.0012,0.00311
revealed.,0.0,0.00376
revealing,0.00052,0.0
revealing?,0.00016,0.0
reveals,0.0,0.00118
revenge,0.00024,0.0
reverse,0.00104,0.0
reverse!,0.00024,0.0
reversed,0.00048,0.0
reversible.,0.00024,0.0
review,0.00173,0.0058
"review,",0.00024,0.0
review.,0.00076,0.0
reviewing,0.00024,0.0
reviews,0.0004,0.0
revised.,0.00024,0.0
revising,0.0,0.00021
revision,0.00028,0.0
revision?,0.00028,0.0
revival,8e-05,0.0
revo,0.00169,0.0
"revo,",0.00024,0.0
revocation,8e-05,0.0
revoke,0.00024,0.0
revoked.,0.00024,0.0
revolutionary.,0.00048,0.0
revolutionised,0.00024,0.0
revolve,0.00032,0.0
revs.,0.00024,0.0
revsng,0.0,0.00011
rewactors,0.00024,0.0
reward,0.00016,0.00494
reward!,0.0,0.00279
reward.,8e-05,0.00462
rewarded,0.00112,0.00451
rewarding,0.00068,0.00021
rewarding.,0.00024,0.0
rewarding.get,0.0,0.00021
rewards,0.0,0.00129
rewards.,8e-05,0.00064
rewards:,8e-05,0.0
rewinds,0.0,0.00043
rey,0.0,0.00021
rfid,0.00056,0.0
rfrom:,8e-05,0.0
rg21,0.0,0.00064
rgds,0.0,0.00075
rgent!,0.0,0.00064
rh,0.00016,0.0
rhapsody,0.00137,0.00215
rhetorical,0.00024,0.0
rhino,8e-05,0.0
rhinsp,0.0,0.00021
"rhodco,",0.00024,0.0
rhode,0.00052,0.0
rhondi.,0.00024,0.0
rhymes,0.00032,0.0
rhythm,0.00028,0.0
rhythm.,0.00028,0.0
rhythms,0.00024,0.0
rhythms.,0.00024,0.0
ri,0.00048,0.0
rib,0.0,0.00129
rib-tickling,0.0,0.00043
ribcage.,0.0,0.00043
rice,0.00185,0.0
rice.,0.00044,0.0
rice....carpet....milk....mug,8e-05,0.0
rice?,0.00024,0.0
riced,0.00048,0.0
rich,0.00112,0.00086
rich.,0.00024,0.0
richer,0.00024,0.0
riches,0.0,0.00043
richly,0.00016,0.00043
rid,0.00273,0.00021
riddance,0.00028,0.0
ridden,0.00024,0.0
riddle,0.0004,0.00043
"riddle,",0.00024,0.0
riddles,8e-05,0.0
riddles.,0.00016,0.0
riddlesreply,0.0,0.00021
ride,0.00301,0.0
ride!,0.00048,0.0
ride.,0.00024,0.0
rides,0.00024,0.00021
ridge,0.0,0.00011
ridiculous,0.00052,0.0
ridiculous!,0.00024,0.0
ridiculous.,0.00024,0.0
riding,0.00048,0.0
ridwan,0.00024,0.0
rifle?,0.00024,0.0
rig,0.00024,0.0
rig.,0.00024,0.0
right,0.04077,0.00827
right!,0.00161,0.0
"right,",0.00145,0.0
right-sided,0.0,0.00043
right.,0.00446,0.00043
right..,0.00028,0.0
right?,0.00747,0.0
righteousness,8e-05,0.0
rightio.,0.00028,0.0
rightly,0.00056,0.0
rights,0.00088,0.0
rihanna,0.0,0.00086
rikideej,0.00024,0.0
riley's,0.00024,0.0
rily,8e-05,0.0
rim,0.00096,0.0
rimac,0.00028,0.0
rimca!!,4e-05,0.0
rimless,0.00024,0.0
rims!,0.00024,0.0
rims.,0.00024,0.0
ring,0.00522,0.01074
ring.,0.00024,0.0
ring...,0.00024,0.0
ringa,0.0,0.00021
ringer!,0.00024,0.0
ringing,0.00028,0.0
ringing�,4e-05,0.0
rings,8e-05,0.0
rings!,0.00024,0.0
"rings,",0.00024,0.0
rings:return,0.0,0.00075
ringtond,0.00024,0.0
ringtone,0.0041,0.01901
ringtone!,0.0,0.00064
ringtone!from:,0.0,0.00086
"ringtone,",0.00048,0.0
ringtone-get,0.0,0.00161
ringtone-send,0.0,0.00011
ringtone.,0.0,0.00097
ringtoneking,0.0,0.00075
ringtones,0.00265,0.00494
"ringtones,",0.00024,0.0
ringtones.,0.00048,0.00075
ringtone¡,0.0,0.0014
"ringtone¡""",0.0,0.00011
rinu,0.00024,0.0
riot,0.00032,0.0
rip,0.00157,0.0
"rip,",0.00024,0.0
rip.,0.00024,0.0
ripoff.,0.00024,0.0
ripped,0.00024,0.00086
ripping,0.00024,0.0
rise,0.00032,0.00043
risk,0.00133,0.00183
"risk,",0.00024,0.0
risk.,8e-05,0.00043
risks,0.0008,0.0
risks.,0.00024,0.0
risky,0.00024,0.0
rita,0.0,0.00129
rite,0.00104,0.0
rite.,0.00028,0.0
rite...,0.00273,0.0
rite?,0.00141,0.0
ritten,0.00024,0.0
river,0.00052,0.0
rivers,8e-05,0.0
rivlin,0.0,0.00043
rm's!,0.00024,0.0
rm4388.00,0.0,0.00011
rmind,8e-05,0.0
rmo.00,0.0,0.00021
rn,0.00072,0.0
ro,0.00024,0.0
ro.,0.0,0.00021
road,0.00442,0.00129
"road,",0.00024,0.0
road.,0.00104,0.0
road...,0.00028,0.0
road...beside,8e-05,0.0
road?,0.00024,0.0
roadblocks,0.00024,0.0
roads,0.00088,0.0
roads!rvx,0.00024,0.0
"roads,",0.00024,0.0
roads.,0.00076,0.0
roam,0.0,0.00021
roaming,0.00048,0.00043
roaming',0.0,0.00021
roast,0.00052,0.0
roast.,0.00028,0.0
rob,0.00096,0.0
robbed,0.00024,0.0
robben,0.0,0.00021
robber,0.00024,0.0
robert,0.00072,0.0
robert's,8e-05,0.0
robertdep34@gmail.com�for,0.0,0.00011
robin,0.00024,0.0
robinson,0.00036,0.0
robs,0.00028,0.0
robust,0.00032,0.0
roc,0.00024,0.0
rock,0.0043,0.0015
rock.,0.00092,0.0
rocked,0.00024,0.0
rocket,0.00024,0.0
rocking,0.00028,0.0
rocks,0.00141,0.0
rocks!,0.00024,0.0
rocks.,0.00024,0.0
rocks...,0.00028,0.0
rocksters,8e-05,0.0
rod,0.00072,0.0
rodds1,0.0,0.00075
rode,0.00024,0.0
rodger,0.0,0.0014
rodgers,0.0,0.00064
rodi,0.00024,0.0
rods,8e-05,0.0
rods.,0.00048,0.0
rofiat,0.00016,0.0
rofl,0.00056,0.0
rofl.,0.00056,0.0
roflmao!,0.00024,0.0
roger,0.00056,0.0
roger.,0.00028,0.0
roger?,0.00028,0.0
rogers,0.00024,0.0
role,0.00193,0.0
roles,0.00028,0.0
rolex,0.00024,0.00118
roll,0.00201,0.0
"roll,",0.00048,0.0
roll.,0.00072,0.00011
rolled,0.00056,0.0
roller,0.00028,0.0
rolley,0.00016,0.0
rolley.,8e-05,0.0
rolling,0.00048,0.0
rolly,8e-05,0.0
rolly.,8e-05,0.0
"roman,",0.00024,0.0
romance,0.0,0.00086
romantic,0.00048,0.00204
romantic!,0.00028,0.0
romca,0.0,0.00011
romcapspam,0.0,0.00064
"rome,",0.00024,0.0
romney,0.00024,0.0
roms,0.00048,0.0
ron,0.00084,0.0
ron's,0.00028,0.0
roo,0.00024,0.0
roof,0.00024,0.0
room,0.00908,0.00043
room.,0.00313,0.0
room.pls,0.00016,0.0
room:),0.00028,0.0
room?,0.00028,0.0
roomate,0.00028,0.0
roommate,0.00072,0.0
roommate's,0.00072,0.0
roommates,0.001,0.0
rooms,0.00157,0.00075
root,0.00056,0.0
rootbeer,0.00024,0.0
rooter,0.00048,0.0
rooter.,0.00024,0.0
roots,8e-05,0.0
rope,0.00048,0.0
"rope,fruit",0.00024,0.0
ror,0.0,0.00107
ros,0.00028,0.0
rose,0.00201,0.00021
roses,0.0,0.00075
roster,0.00016,0.0
rosters,0.00024,0.0
rot,0.00056,0.0
rotate,0.00024,0.0
rotating,0.00024,0.0
rotation,0.00072,0.0
rotational,0.00024,0.0
rotations,0.00056,0.0
rotors,8e-05,0.0
"rotors,",0.00048,0.0
rotors.,0.00024,0.0
rots,8e-05,0.0
rough,0.00072,0.0
roughly,0.00024,0.0
round,0.00313,0.00107
round.,0.00028,0.0014
rounder:)so,0.00028,0.0
rounds,0.0008,0.0
roundtable.ds,0.00016,0.0
rountable.feb,0.00016,0.0
route,0.00068,0.0
"route,",0.00024,0.0
route.,0.00048,0.0
router,0.00048,0.00118
router-update.org.uk/urgent,0.0,0.00118
routine,0.00044,0.00043
routing,0.00024,0.0
rove.,0.00024,0.0
rover,0.00024,0.0
roving,0.0,0.00064
row,0.00149,0.00075
row/w1j6hl,0.0,0.00279
row/w1jhl,0.0,0.0029
rows,0.00028,0.0
royal,0.0012,0.00011
royale!,0.0,0.00011
royally,0.00024,0.0
royals,0.00024,0.0
rp176781.,0.0,0.00075
rpd897348602131,0.0,0.00011
rpl,0.0,0.00075
rplace,8e-05,0.0
rply,0.00145,0.00354
rpm,0.00177,0.0
"rpm,",0.00024,0.0
rpm.,0.00048,0.0
rpms,0.00032,0.0
rpms.,0.00024,0.0
rr..,0.00028,0.0
rs,0.00181,0.00043
rs-5000/-p.m,0.0,0.00011
rs.,0.0008,0.00032
rs..,0.00024,0.0
rs..i,0.00024,0.0
rs.10,0.0,0.00011
rs.101.00,4e-05,0.0
rs.2,0.0,0.00075
rs.2366.,0.0,0.00011
rs.3,0.0,0.00011
rs.4,0.0,0.00011
rs.5,0.00024,0.00021
rs.6,0.0,0.00011
rs.7,0.0,0.00011
rs.8,0.0,0.00011
rs.9000,4e-05,0.0
rst,8e-05,0.0
rstm,0.0,0.00193
rt,0.00024,0.0
rt-king,0.0,0.00075
rtm,0.00024,0.0
rtn'd.,8e-05,0.0
rtn.,0.00024,0.0
rto,0.00024,0.0
ru,0.00076,0.0
ru?,0.00056,0.0
rub,0.00052,0.0
rubber,0.00137,0.0
rubbermaid,0.00024,0.0
rubbers.,0.00024,0.0
rubbish,0.00024,0.0
rubbish!,0.00024,0.0
rubble,0.00048,0.0
rude,0.00096,0.00215
"rude,",0.00024,0.0
rude.,0.00048,0.0
rudi,0.00028,0.0
rudiments,8e-05,0.0
rugby,0.00024,0.0
rugged.,0.00024,0.0
ruin,0.001,0.0
ruined,0.00024,0.0
ruining,0.00104,0.0
rule,0.001,0.00043
"rule,",0.00048,0.0
rule.,0.00028,0.0
rules,0.001,0.0
"rules,",0.00024,0.0
rules.,0.0008,0.0
rum,0.00088,0.0
rumbling...,0.00028,0.0
rummer.,0.00028,0.0
rummies,8e-05,0.0
rumor,0.00024,0.0
rumored,0.00024,0.0
rumors,0.00024,0.0
rumour,0.00056,0.0
run,0.02097,0.00215
run!,0.00024,0.0
"run,",0.00024,0.0
run.,0.00213,0.0
rundown,0.00024,0.0
runing,0.00241,0.0
runner,8e-05,0.0
running,0.00956,0.00236
running.,0.00048,0.00086
running.lets,0.0002,0.0
running?,8e-05,0.0
runny,0.00048,0.0
runs,0.00289,0.00043
"runs,",0.00024,0.0
runtown,0.0,0.00043
runway,0.00024,0.0
rupaul,0.00028,0.0
rupees,0.0,0.00011
rush,0.00185,0.00011
"rusher,",0.00024,0.0
rushing.,0.00028,0.0
russ,0.00024,0.0
russel,0.0,0.00011
"russia,",0.00024,0.0
rust,0.00072,0.0
rust.,0.00024,0.0
rustler,0.00024,0.0
ruth.,0.00024,0.0
rutted,0.00024,0.0
rv,0.00024,0.0
rwanda,0.0,0.00043
rx,0.00072,0.0
rx.,0.00024,0.0
ryan,0.00072,0.0
ryan's,0.00024,0.0
ryder,0.00028,0.0
rye,0.00048,0.0
ryt,4e-05,0.0
s,0.00534,0.00258
s'fine.,0.00024,0.0
s.,0.00028,0.00773
s....s...india,0.00028,0.0
s...from,0.00028,0.0
s...i,0.00028,0.0
s..antha,0.00028,0.0
s..first,0.00028,0.0
s.i,0.00028,0.0
s.i'm,0.00028,0.0
s.i.m.,0.0,0.00279
s.s:)i,0.00028,0.0
s.this,0.00028,0.0
s3xy,0.0,0.00064
s4,8e-05,0.0
s5,0.0,0.00021
s89.,0.0,0.0014
s:)8,0.00028,0.0
s:)but,0.00028,0.0
s:)no,0.00024,0.0
s:)s.nervous,0.00024,0.0
s:-)if,0.00028,0.0
s:-)kallis,0.00028,0.0
saafari,0.0,0.00011
sac,0.0008,0.0
sachin,0.00052,0.0
sachin.just,0.00028,0.0
sack,0.00028,0.0
sacked,0.00028,0.0
sacrifice,0.00076,0.0
sacrifice.,0.00028,0.0
sacrify,0.00024,0.0
sad,0.00799,0.0
sad.,0.00072,0.0
sad..,0.00028,0.0
sad...,0.00028,0.0
sade,0.00016,0.0
sadly,0.00072,0.0
sadness,0.0,0.00043
sae,0.0,0.0145
saeed,0.00024,0.0
safari,0.00104,0.0
"safari,",0.00024,0.0
safe,0.00598,0.00021
"safe,",0.00024,0.0
safe.,0.00076,0.0
safely,0.00024,0.0
safemode,0.00024,0.0
safest,0.00048,0.0
safety,0.001,0.00258
safety:,0.0,0.00086
safety?,0.00024,0.0
saga!,0.00024,0.0
sagamu,0.00024,0.0
sagna,0.0,0.00064
sah,0.00024,0.0
saibaba,0.00052,0.0
said,0.03996,0.00086
"said,",0.00265,0.0
"said,''",0.0012,0.0
said.,0.00145,0.0
said:,0.00169,0.0
"said:""""if",8e-05,0.0
"said:""if",0.00044,0.0
saing.,0.00024,0.0
sake,0.00064,0.0
sake.,0.00024,0.0
sake?!,0.00028,0.0
sal+inc.dayshift,0.0,0.00011
salaam,8e-05,0.0
salad,0.00052,0.0
